id,filename,name,category,subcategory,color_family,shape_variant,tags,width,height,alpha,bbox
rpg_0188,Icon188.png,dark chest armor,armor,chest_armor,dark/black,,"armor, chest_armor, dark, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0189,Icon189.png,silver chest armor,armor,chest_armor,silver/gray,,"armor, chest_armor, defense, equipment",32,32,True,"[1, 3, 31, 31]"
rpg_0190,Icon190.png,blue chest armor,armor,chest_armor,blue,,"armor, blue, chest_armor, defense, equipment",32,32,True,"[1, 2, 31, 31]"
rpg_0191,Icon191.png,silver chest armor,armor,chest_armor,silver/gray,,"armor, chest_armor, defense, equipment",32,32,True,"[1, 1, 31, 30]"
rpg_0192,Icon192.png,silver chest armor,armor,chest_armor,silver/gray,,"armor, chest_armor, defense, equipment",32,32,True,"[1, 3, 31, 31]"
rpg_0193,Icon193.png,blue chest armor,armor,chest_armor,blue,,"armor, blue, chest_armor, defense, equipment",32,32,True,"[0, 1, 32, 32]"
rpg_0194,Icon194.png,blue chest armor,armor,chest_armor,blue,,"armor, blue, chest_armor, defense, equipment",32,32,True,"[1, 2, 31, 30]"
rpg_0195,Icon195.png,brown chest armor,armor,chest_armor,brown/orange,,"armor, brown, chest_armor, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0196,Icon196.png,dark chest armor,armor,chest_armor,dark/black,,"armor, chest_armor, dark, defense, equipment",32,32,True,"[0, 1, 32, 31]"
rpg_0197,Icon197.png,blue chest armor,armor,chest_armor,blue,,"armor, blue, chest_armor, defense, equipment",32,32,True,"[0, 1, 32, 32]"
rpg_0198,Icon198.png,blue chest armor,armor,chest_armor,blue,,"armor, blue, chest_armor, defense, equipment",32,32,True,"[0, 1, 32, 32]"
rpg_0199,Icon199.png,dark chest armor,armor,chest_armor,dark/black,,"armor, chest_armor, dark, defense, equipment",32,32,True,"[1, 2, 31, 32]"
rpg_0200,Icon200.png,blue chest armor,armor,chest_armor,blue,,"armor, blue, chest_armor, defense, equipment",32,32,True,"[1, 1, 31, 30]"
rpg_0201,Icon201.png,silver glove / gauntlet,armor,gauntlet,silver/gray,,"armor, defense, equipment, gauntlet",32,32,True,"[0, 8, 32, 29]"
rpg_0202,Icon202.png,dark glove / gauntlet,armor,gauntlet,dark/black,,"armor, dark, defense, equipment, gauntlet",32,32,True,"[4, 10, 28, 27]"
rpg_0203,Icon203.png,silver glove / gauntlet,armor,gauntlet,silver/gray,,"armor, defense, equipment, gauntlet",32,32,True,"[1, 7, 31, 30]"
rpg_0204,Icon204.png,silver glove / gauntlet,armor,gauntlet,silver/gray,,"armor, defense, equipment, gauntlet",32,32,True,"[1, 2, 30, 30]"
rpg_0205,Icon205.png,dark glove / gauntlet,armor,gauntlet,dark/black,,"armor, dark, defense, equipment, gauntlet",32,32,True,"[1, 2, 31, 30]"
rpg_0206,Icon206.png,dark glove / gauntlet,armor,gauntlet,dark/black,,"armor, dark, defense, equipment, gauntlet",32,32,True,"[1, 3, 31, 30]"
rpg_0207,Icon207.png,silver glove / gauntlet,armor,gauntlet,silver/gray,,"armor, defense, equipment, gauntlet",32,32,True,"[1, 4, 31, 31]"
rpg_0208,Icon208.png,silver glove / gauntlet,armor,gauntlet,silver/gray,,"armor, defense, equipment, gauntlet",32,32,True,"[0, 2, 32, 31]"
rpg_0209,Icon209.png,silver glove / gauntlet,armor,gauntlet,silver/gray,,"armor, defense, equipment, gauntlet",32,32,True,"[1, 4, 31, 30]"
rpg_0210,Icon210.png,dark glove / gauntlet,armor,gauntlet,dark/black,,"armor, dark, defense, equipment, gauntlet",32,32,True,"[1, 3, 30, 30]"
rpg_0211,Icon211.png,silver glove / gauntlet,armor,gauntlet,silver/gray,,"armor, defense, equipment, gauntlet",32,32,True,"[1, 5, 31, 28]"
rpg_0212,Icon212.png,dark glove / gauntlet,armor,gauntlet,dark/black,,"armor, dark, defense, equipment, gauntlet",32,32,True,"[1, 5, 31, 31]"
rpg_0213,Icon213.png,blue glove / gauntlet,armor,gauntlet,blue,,"armor, blue, defense, equipment, gauntlet",32,32,True,"[0, 2, 32, 31]"
rpg_0214,Icon214.png,dark glove / gauntlet,armor,gauntlet,dark/black,,"armor, dark, defense, equipment, gauntlet",32,32,True,"[1, 2, 31, 32]"
rpg_0215,Icon215.png,brown glove / gauntlet,armor,gauntlet,brown/orange,,"armor, brown, defense, equipment, gauntlet",32,32,True,"[1, 3, 31, 30]"
rpg_0216,Icon216.png,dark glove / gauntlet,armor,gauntlet,dark/black,,"armor, dark, defense, equipment, gauntlet",32,32,True,"[1, 3, 31, 30]"
rpg_0217,Icon217.png,blue glove / gauntlet,armor,gauntlet,blue,,"armor, blue, defense, equipment, gauntlet",32,32,True,"[1, 1, 31, 31]"
rpg_0218,Icon218.png,blue glove / gauntlet,armor,gauntlet,blue,,"armor, blue, defense, equipment, gauntlet",32,32,True,"[0, 1, 32, 31]"
rpg_0219,Icon219.png,dark glove / gauntlet,armor,gauntlet,dark/black,,"armor, dark, defense, equipment, gauntlet",32,32,True,"[1, 2, 31, 30]"
rpg_0220,Icon220.png,blue glove / gauntlet,armor,gauntlet,blue,,"armor, blue, defense, equipment, gauntlet",32,32,True,"[1, 1, 31, 31]"
rpg_0221,Icon221.png,silver boot / greave,armor,boot,silver/gray,,"armor, boot, defense, equipment",32,32,True,"[2, 5, 29, 26]"
rpg_0222,Icon222.png,silver boot / greave,armor,boot,silver/gray,,"armor, boot, defense, equipment",32,32,True,"[3, 10, 29, 25]"
rpg_0223,Icon223.png,brown boot / greave,armor,boot,brown/orange,,"armor, boot, brown, defense, equipment",32,32,True,"[1, 2, 31, 30]"
rpg_0224,Icon224.png,silver boot / greave,armor,boot,silver/gray,,"armor, boot, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0225,Icon225.png,dark boot / greave,armor,boot,dark/black,,"armor, boot, dark, defense, equipment",32,32,True,"[1, 4, 31, 28]"
rpg_0226,Icon226.png,silver boot / greave,armor,boot,silver/gray,,"armor, boot, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0227,Icon227.png,silver boot / greave,armor,boot,silver/gray,,"armor, boot, defense, equipment",32,32,True,"[2, 2, 30, 30]"
rpg_0228,Icon228.png,silver boot / greave,armor,boot,silver/gray,,"armor, boot, defense, equipment",32,32,True,"[2, 2, 30, 30]"
rpg_0229,Icon229.png,silver boot / greave,armor,boot,silver/gray,,"armor, boot, defense, equipment",32,32,True,"[1, 6, 31, 28]"
rpg_0230,Icon230.png,blue boot / greave,armor,boot,blue,,"armor, blue, boot, defense, equipment",32,32,True,"[1, 2, 31, 30]"
rpg_0231,Icon231.png,blue boot / greave,armor,boot,blue,,"armor, blue, boot, defense, equipment",32,32,True,"[3, 1, 29, 31]"
rpg_0232,Icon232.png,dark boot / greave,armor,boot,dark/black,,"armor, boot, dark, defense, equipment",32,32,True,"[2, 2, 30, 30]"
rpg_0233,Icon233.png,blue boot / greave,armor,boot,blue,,"armor, blue, boot, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0234,Icon234.png,blue boot / greave,armor,boot,blue,,"armor, blue, boot, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0235,Icon235.png,red boot / greave,armor,boot,red,,"armor, boot, defense, equipment, red",32,32,True,"[2, 1, 30, 31]"
rpg_0236,Icon236.png,dark boot / greave,armor,boot,dark/black,,"armor, boot, dark, defense, equipment",32,32,True,"[1, 2, 32, 30]"
rpg_0237,Icon237.png,blue boot / greave,armor,boot,blue,,"armor, blue, boot, defense, equipment",32,32,True,"[2, 1, 30, 31]"
rpg_0238,Icon238.png,blue boot / greave,armor,boot,blue,,"armor, blue, boot, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0239,Icon239.png,dark boot / greave,armor,boot,dark/black,,"armor, boot, dark, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0240,Icon240.png,blue boot / greave,armor,boot,blue,,"armor, blue, boot, defense, equipment",32,32,True,"[1, 1, 31, 31]"
rpg_0241,Icon241.png,red ring,equipment,ring,red,,"accessory, equipment, inventory, red, ring",32,32,True,"[2, 4, 30, 28]"
rpg_0242,Icon242.png,dark ring,equipment,ring,dark/black,,"accessory, dark, equipment, inventory, ring",32,32,True,"[2, 4, 30, 28]"
rpg_0243,Icon243.png,blue ring,equipment,ring,blue,,"accessory, blue, equipment, inventory, ring",32,32,True,"[2, 4, 30, 28]"
rpg_0244,Icon244.png,brown ring,equipment,ring,brown/orange,,"accessory, brown, equipment, inventory, ring",32,32,True,"[2, 4, 30, 28]"
rpg_0245,Icon245.png,blue ring,equipment,ring,blue,,"accessory, blue, equipment, inventory, ring",32,32,True,"[2, 4, 30, 28]"
rpg_0246,Icon246.png,red ring,equipment,ring,red,,"accessory, equipment, inventory, red, ring",32,32,True,"[2, 4, 30, 29]"
rpg_0247,Icon247.png,dark ring,equipment,ring,dark/black,,"accessory, dark, equipment, inventory, ring",32,32,True,"[1, 3, 31, 29]"
rpg_0248,Icon248.png,blue ring,equipment,ring,blue,,"accessory, blue, equipment, inventory, ring",32,32,True,"[2, 1, 30, 31]"
rpg_0249,Icon249.png,brown ring,equipment,ring,brown/orange,,"accessory, brown, equipment, inventory, ring",32,32,True,"[2, 4, 30, 31]"
rpg_0250,Icon250.png,blue ring,equipment,ring,blue,,"accessory, blue, equipment, inventory, ring",32,32,True,"[1, 4, 31, 31]"
rpg_0251,Icon251.png,dark amulet / necklace,equipment,amulet,dark/black,,"accessory, amulet, dark, equipment, inventory",32,32,True,"[2, 0, 29, 31]"
rpg_0252,Icon252.png,dark amulet / necklace,equipment,amulet,dark/black,,"accessory, amulet, dark, equipment, inventory",32,32,True,"[1, 0, 29, 32]"
rpg_0253,Icon253.png,blue amulet / necklace,equipment,amulet,blue,,"accessory, amulet, blue, equipment, inventory",32,32,True,"[1, 1, 31, 31]"
rpg_0254,Icon254.png,dark amulet / necklace,equipment,amulet,dark/black,,"accessory, amulet, dark, equipment, inventory",32,32,True,"[4, 1, 28, 32]"
rpg_0255,Icon255.png,blue amulet / necklace,equipment,amulet,blue,,"accessory, amulet, blue, equipment, inventory",32,32,True,"[1, 0, 29, 31]"
rpg_0256,Icon256.png,silver amulet / necklace,equipment,amulet,silver/gray,,"accessory, amulet, equipment, inventory",32,32,True,"[4, 1, 28, 30]"
rpg_0257,Icon257.png,dark amulet / necklace,equipment,amulet,dark/black,,"accessory, amulet, dark, equipment, inventory",32,32,True,"[5, 1, 28, 31]"
rpg_0258,Icon258.png,blue amulet / necklace,equipment,amulet,blue,,"accessory, amulet, blue, equipment, inventory",32,32,True,"[2, 1, 30, 32]"
rpg_0259,Icon259.png,silver amulet / necklace,equipment,amulet,silver/gray,,"accessory, amulet, equipment, inventory",32,32,True,"[1, 1, 31, 30]"
rpg_0260,Icon260.png,blue amulet / necklace,equipment,amulet,blue,,"accessory, amulet, blue, equipment, inventory",32,32,True,"[2, 0, 30, 32]"
rpg_0261,Icon261.png,blue rune / emblem,equipment,rune_badge,blue,,"accessory, blue, equipment, inventory, rune_badge",32,32,True,"[6, 4, 26, 28]"
rpg_0262,Icon262.png,green rune / emblem,equipment,rune_badge,green,,"accessory, equipment, green, inventory, rune_badge",32,32,True,"[6, 4, 26, 29]"
rpg_0263,Icon263.png,silver rune / emblem,equipment,rune_badge,silver/gray,,"accessory, equipment, inventory, rune_badge",32,32,True,"[6, 4, 25, 29]"
rpg_0264,Icon264.png,silver rune / emblem,equipment,rune_badge,silver/gray,,"accessory, equipment, inventory, rune_badge",32,32,True,"[6, 4, 25, 27]"
rpg_0265,Icon265.png,dark rune / emblem,equipment,rune_badge,dark/black,,"accessory, dark, equipment, inventory, rune_badge",32,32,True,"[6, 4, 25, 28]"
rpg_0266,Icon266.png,silver rune / emblem,equipment,rune_badge,silver/gray,,"accessory, equipment, inventory, rune_badge",32,32,True,"[6, 4, 25, 27]"
rpg_0267,Icon267.png,blue rune / emblem,equipment,rune_badge,blue,,"accessory, blue, equipment, inventory, rune_badge",32,32,True,"[5, 5, 25, 28]"
rpg_0268,Icon268.png,blue rune / emblem,equipment,rune_badge,blue,,"accessory, blue, equipment, inventory, rune_badge",32,32,True,"[6, 4, 27, 28]"
rpg_0269,Icon269.png,silver rune / emblem,equipment,rune_badge,silver/gray,,"accessory, equipment, inventory, rune_badge",32,32,True,"[5, 4, 25, 29]"
rpg_0270,Icon270.png,green rune / emblem,equipment,rune_badge,green,,"accessory, equipment, green, inventory, rune_badge",32,32,True,"[5, 5, 25, 28]"
rpg_0271,Icon271.png,green herb / ingredient,item,herb,green,,"green, herb, inventory, item",32,32,True,"[2, 3, 30, 30]"
rpg_0272,Icon272.png,green herb / ingredient,item,herb,green,,"green, herb, inventory, item",32,32,True,"[3, 2, 29, 31]"
rpg_0273,Icon273.png,green herb / ingredient,item,herb,green,,"green, herb, inventory, item",32,32,True,"[1, 1, 31, 31]"
rpg_0274,Icon274.png,green herb / ingredient,item,herb,green,,"green, herb, inventory, item",32,32,True,"[2, 1, 28, 30]"
rpg_0275,Icon275.png,silver herb / ingredient,item,herb,silver/gray,,"herb, inventory, item",32,32,True,"[1, 1, 29, 31]"
rpg_0276,Icon276.png,dark herb / ingredient,item,herb,dark/black,,"dark, herb, inventory, item",32,32,True,"[0, 1, 32, 32]"
rpg_0277,Icon277.png,blue herb / ingredient,item,herb,blue,,"blue, herb, inventory, item",32,32,True,"[2, 1, 31, 30]"
rpg_0278,Icon278.png,green herb / ingredient,item,herb,green,,"green, herb, inventory, item",32,32,True,"[0, 1, 31, 32]"
rpg_0279,Icon279.png,dark herb / ingredient,item,herb,dark/black,,"dark, herb, inventory, item",32,32,True,"[1, 1, 32, 32]"
rpg_0280,Icon280.png,dark herb / ingredient,item,herb,dark/black,,"dark, herb, inventory, item",32,32,True,"[5, 1, 31, 31]"
rpg_0281,Icon281.png,dark potion / container,item,potion_container,dark/black,,"dark, inventory, item, potion_container",32,32,True,"[10, 1, 22, 31]"
rpg_0282,Icon282.png,silver potion / container,item,potion_container,silver/gray,,"inventory, item, potion_container",32,32,True,"[5, 1, 28, 31]"
rpg_0283,Icon283.png,silver potion / container,item,potion_container,silver/gray,,"inventory, item, potion_container",32,32,True,"[5, 1, 27, 31]"
rpg_0284,Icon284.png,silver potion / container,item,potion_container,silver/gray,,"inventory, item, potion_container",32,32,True,"[6, 2, 26, 32]"
rpg_0285,Icon285.png,silver potion / container,item,potion_container,silver/gray,,"inventory, item, potion_container",32,32,True,"[4, 0, 28, 31]"
rpg_0286,Icon286.png,silver potion / container,item,potion_container,silver/gray,,"inventory, item, potion_container",32,32,True,"[8, 5, 26, 27]"
rpg_0287,Icon287.png,silver potion / container,item,potion_container,silver/gray,,"inventory, item, potion_container",32,32,True,"[5, 2, 29, 30]"
rpg_0288,Icon288.png,red potion / container,item,potion_container,red,,"inventory, item, potion_container, red",32,32,True,"[0, 0, 32, 32]"
rpg_0289,Icon289.png,silver potion / container,item,potion_container,silver/gray,,"inventory, item, potion_container",32,32,True,"[5, 3, 26, 29]"
rpg_0290,Icon290.png,silver potion / container,item,potion_container,silver/gray,,"inventory, item, potion_container",32,32,True,"[2, 2, 30, 30]"
rpg_0291,Icon291.png,silver tool / book / chest,item,tool_book,silver/gray,,"inventory, item, tool_book",32,32,True,"[0, 0, 32, 32]"
rpg_0292,Icon292.png,dark tool / book / chest,item,tool_book,dark/black,,"dark, inventory, item, tool_book",32,32,True,"[1, 2, 31, 30]"
rpg_0293,Icon293.png,dark tool / book / chest,item,tool_book,dark/black,,"dark, inventory, item, tool_book",32,32,True,"[10, 1, 22, 31]"
rpg_0294,Icon294.png,dark tool / book / chest,item,tool_book,dark/black,,"dark, inventory, item, tool_book",32,32,True,"[6, 2, 26, 30]"
rpg_0295,Icon295.png,dark tool / book / chest,item,tool_book,dark/black,,"dark, inventory, item, tool_book",32,32,True,"[3, 2, 22, 30]"
rpg_0296,Icon296.png,dark tool / book / chest,item,tool_book,dark/black,,"dark, inventory, item, tool_book",32,32,True,"[1, 1, 31, 29]"
rpg_0297,Icon297.png,dark tool / book / chest,item,tool_book,dark/black,,"dark, inventory, item, tool_book",32,32,True,"[1, 3, 31, 29]"
rpg_0298,Icon298.png,green tool / book / chest,item,tool_book,green,,"green, inventory, item, tool_book",32,32,True,"[1, 3, 31, 29]"
rpg_0299,Icon299.png,blue tool / book / chest,item,tool_book,blue,,"blue, inventory, item, tool_book",32,32,True,"[1, 2, 32, 30]"
rpg_0300,Icon300.png,dark tool / book / chest,item,tool_book,dark/black,,"dark, inventory, item, tool_book",32,32,True,"[1, 3, 31, 29]"
rpg_0301,Icon301.png,silver potion,consumable,potion,silver/gray,,"alchemy, consumable, potion",32,32,True,"[10, 1, 22, 31]"
rpg_0302,Icon302.png,silver potion,consumable,potion,silver/gray,,"alchemy, consumable, potion",32,32,True,"[5, 1, 28, 31]"
rpg_0303,Icon303.png,silver potion,consumable,potion,silver/gray,,"alchemy, consumable, potion",32,32,True,"[5, 1, 27, 31]"
rpg_0304,Icon304.png,silver potion,consumable,potion,silver/gray,,"alchemy, consumable, potion",32,32,True,"[6, 2, 26, 32]"
rpg_0305,Icon305.png,silver potion,consumable,potion,silver/gray,,"alchemy, consumable, potion",32,32,True,"[4, 0, 28, 31]"
rpg_0306,Icon306.png,blue potion,consumable,potion,blue,,"alchemy, blue, consumable, potion",32,32,True,"[10, 1, 22, 31]"
rpg_0307,Icon307.png,blue potion,consumable,potion,blue,,"alchemy, blue, consumable, potion",32,32,True,"[5, 1, 28, 31]"
rpg_0308,Icon308.png,blue potion,consumable,potion,blue,,"alchemy, blue, consumable, potion",32,32,True,"[5, 1, 27, 31]"
rpg_0309,Icon309.png,blue potion,consumable,potion,blue,,"alchemy, blue, consumable, potion",32,32,True,"[6, 2, 26, 32]"
rpg_0310,Icon310.png,blue potion,consumable,potion,blue,,"alchemy, blue, consumable, potion",32,32,True,"[4, 0, 28, 31]"
rpg_0311,Icon311.png,brown potion,consumable,potion,brown/orange,,"alchemy, brown, consumable, potion",32,32,True,"[10, 1, 22, 31]"
rpg_0312,Icon312.png,red potion,consumable,potion,red,,"alchemy, consumable, potion, red",32,32,True,"[5, 1, 28, 31]"
rpg_0313,Icon313.png,red potion,consumable,potion,red,,"alchemy, consumable, potion, red",32,32,True,"[5, 1, 27, 31]"
rpg_0314,Icon314.png,red potion,consumable,potion,red,,"alchemy, consumable, potion, red",32,32,True,"[6, 2, 26, 32]"
rpg_0315,Icon315.png,red potion,consumable,potion,red,,"alchemy, consumable, potion, red",32,32,True,"[4, 0, 28, 31]"
rpg_0316,Icon316.png,green potion,consumable,potion,green,,"alchemy, consumable, green, potion",32,32,True,"[10, 1, 22, 31]"
rpg_0317,Icon317.png,green potion,consumable,potion,green,,"alchemy, consumable, green, potion",32,32,True,"[5, 1, 28, 31]"
rpg_0318,Icon318.png,green potion,consumable,potion,green,,"alchemy, consumable, green, potion",32,32,True,"[5, 1, 27, 31]"
rpg_0319,Icon319.png,green potion,consumable,potion,green,,"alchemy, consumable, green, potion",32,32,True,"[6, 2, 26, 32]"
rpg_0320,Icon320.png,green potion,consumable,potion,green,,"alchemy, consumable, green, potion",32,32,True,"[4, 0, 28, 31]"
rpg_0321,Icon321.png,blue gem / stone,resource,gem_stone,blue,round,"blue, gem_stone, inventory, loot, material, resource, round",32,32,True,"[8, 8, 24, 24]"
rpg_0322,Icon322.png,blue gem / stone,resource,gem_stone,blue,tall oval,"blue, gem_stone, inventory, loot, material, resource, tall oval",32,32,True,"[8, 5, 24, 27]"
rpg_0323,Icon323.png,blue gem / stone,resource,gem_stone,blue,wide oval,"blue, gem_stone, inventory, loot, material, resource, wide oval",32,32,True,"[4, 7, 28, 27]"
rpg_0324,Icon324.png,blue gem / stone,resource,gem_stone,blue,faceted,"blue, faceted, gem_stone, inventory, loot, material, resource",32,32,True,"[5, 3, 27, 29]"
rpg_0325,Icon325.png,red gem / stone,resource,gem_stone,red,faceted oval,"faceted oval, gem_stone, inventory, loot, material, red, resource",32,32,True,"[8, 8, 24, 24]"
rpg_0326,Icon326.png,red gem / stone,resource,gem_stone,red,faceted polygon,"faceted polygon, gem_stone, inventory, loot, material, red, resource",32,32,True,"[8, 5, 24, 27]"
rpg_0327,Icon327.png,red gem / stone,resource,gem_stone,red,irregular,"gem_stone, inventory, irregular, loot, material, red, resource",32,32,True,"[4, 7, 28, 27]"
rpg_0328,Icon328.png,red gem / stone,resource,gem_stone,red,shield-cut,"gem_stone, inventory, loot, material, red, resource, shield-cut",32,32,True,"[5, 3, 27, 29]"
rpg_0329,Icon329.png,red gem / stone,resource,gem_stone,red,large faceted,"gem_stone, inventory, large faceted, loot, material, red, resource",32,32,True,"[4, 4, 28, 28]"
rpg_0330,Icon330.png,red gem / stone,resource,gem_stone,red,starburst,"gem_stone, inventory, loot, material, red, resource, starburst",32,32,True,"[4, 6, 28, 29]"
rpg_0331,Icon331.png,red gem / stone,resource,gem_stone,red,round,"gem_stone, inventory, loot, material, red, resource, round",32,32,True,"[2, 3, 30, 29]"
rpg_0332,Icon332.png,red gem / stone,resource,gem_stone,red,tall oval,"gem_stone, inventory, loot, material, red, resource, tall oval",32,32,True,"[1, 1, 31, 31]"
rpg_0333,Icon333.png,blue gem / stone,resource,gem_stone,blue,wide oval,"blue, gem_stone, inventory, loot, material, resource, wide oval",32,32,True,"[8, 8, 24, 24]"
rpg_0334,Icon334.png,blue gem / stone,resource,gem_stone,blue,faceted,"blue, faceted, gem_stone, inventory, loot, material, resource",32,32,True,"[8, 5, 24, 27]"
rpg_0335,Icon335.png,blue gem / stone,resource,gem_stone,blue,faceted oval,"blue, faceted oval, gem_stone, inventory, loot, material, resource",32,32,True,"[4, 7, 28, 27]"
rpg_0336,Icon336.png,blue gem / stone,resource,gem_stone,blue,faceted polygon,"blue, faceted polygon, gem_stone, inventory, loot, material, resource",32,32,True,"[5, 3, 27, 29]"
rpg_0337,Icon337.png,blue gem / stone,resource,gem_stone,blue,irregular,"blue, gem_stone, inventory, irregular, loot, material, resource",32,32,True,"[4, 4, 28, 28]"
rpg_0338,Icon338.png,blue gem / stone,resource,gem_stone,blue,shield-cut,"blue, gem_stone, inventory, loot, material, resource, shield-cut",32,32,True,"[4, 6, 28, 29]"
rpg_0339,Icon339.png,blue gem / stone,resource,gem_stone,blue,large faceted,"blue, gem_stone, inventory, large faceted, loot, material, resource",32,32,True,"[2, 3, 30, 29]"
rpg_0340,Icon340.png,blue gem / stone,resource,gem_stone,blue,starburst,"blue, gem_stone, inventory, loot, material, resource, starburst",32,32,True,"[1, 1, 31, 31]"
rpg_0341,Icon341.png,blue gem / stone,resource,gem_stone,blue,round,"blue, gem_stone, inventory, loot, material, resource, round",32,32,True,"[4, 4, 28, 28]"
rpg_0342,Icon342.png,blue gem / stone,resource,gem_stone,blue,tall oval,"blue, gem_stone, inventory, loot, material, resource, tall oval",32,32,True,"[4, 6, 28, 29]"
rpg_0343,Icon343.png,blue gem / stone,resource,gem_stone,blue,wide oval,"blue, gem_stone, inventory, loot, material, resource, wide oval",32,32,True,"[2, 3, 30, 29]"
rpg_0344,Icon344.png,blue gem / stone,resource,gem_stone,blue,faceted,"blue, faceted, gem_stone, inventory, loot, material, resource",32,32,True,"[1, 1, 31, 31]"
rpg_0345,Icon345.png,green gem / stone,resource,gem_stone,green,faceted oval,"faceted oval, gem_stone, green, inventory, loot, material, resource",32,32,True,"[8, 8, 24, 24]"
rpg_0346,Icon346.png,green gem / stone,resource,gem_stone,green,faceted polygon,"faceted polygon, gem_stone, green, inventory, loot, material, resource",32,32,True,"[8, 5, 24, 27]"
rpg_0347,Icon347.png,green gem / stone,resource,gem_stone,green,irregular,"gem_stone, green, inventory, irregular, loot, material, resource",32,32,True,"[4, 7, 28, 27]"
rpg_0348,Icon348.png,green gem / stone,resource,gem_stone,green,shield-cut,"gem_stone, green, inventory, loot, material, resource, shield-cut",32,32,True,"[5, 3, 27, 29]"
rpg_0349,Icon349.png,green gem / stone,resource,gem_stone,green,large faceted,"gem_stone, green, inventory, large faceted, loot, material, resource",32,32,True,"[4, 4, 28, 28]"
rpg_0350,Icon350.png,green gem / stone,resource,gem_stone,green,starburst,"gem_stone, green, inventory, loot, material, resource, starburst",32,32,True,"[4, 6, 28, 29]"
rpg_0351,Icon351.png,green gem / stone,resource,gem_stone,green,round,"gem_stone, green, inventory, loot, material, resource, round",32,32,True,"[2, 3, 30, 29]"
rpg_0352,Icon352.png,green gem / stone,resource,gem_stone,green,tall oval,"gem_stone, green, inventory, loot, material, resource, tall oval",32,32,True,"[1, 1, 31, 31]"
rpg_0353,Icon353.png,silver gem / stone,resource,gem_stone,silver/gray,wide oval,"gem_stone, inventory, loot, material, resource, wide oval",32,32,True,"[8, 8, 24, 24]"
rpg_0354,Icon354.png,brown gem / stone,resource,gem_stone,brown/orange,faceted,"brown, faceted, gem_stone, inventory, loot, material, resource",32,32,True,"[8, 5, 24, 27]"
rpg_0355,Icon355.png,brown gem / stone,resource,gem_stone,brown/orange,faceted oval,"brown, faceted oval, gem_stone, inventory, loot, material, resource",32,32,True,"[4, 7, 28, 27]"
rpg_0356,Icon356.png,brown gem / stone,resource,gem_stone,brown/orange,faceted polygon,"brown, faceted polygon, gem_stone, inventory, loot, material, resource",32,32,True,"[5, 3, 27, 29]"
rpg_0357,Icon357.png,brown gem / stone,resource,gem_stone,brown/orange,irregular,"brown, gem_stone, inventory, irregular, loot, material, resource",32,32,True,"[4, 4, 28, 28]"
rpg_0358,Icon358.png,brown gem / stone,resource,gem_stone,brown/orange,shield-cut,"brown, gem_stone, inventory, loot, material, resource, shield-cut",32,32,True,"[4, 6, 28, 29]"
rpg_0359,Icon359.png,silver gem / stone,resource,gem_stone,silver/gray,large faceted,"gem_stone, inventory, large faceted, loot, material, resource",32,32,True,"[2, 3, 30, 29]"
rpg_0360,Icon360.png,brown gem / stone,resource,gem_stone,brown/orange,starburst,"brown, gem_stone, inventory, loot, material, resource, starburst",32,32,True,"[1, 1, 31, 31]"
rpg_0361,Icon361.png,blue gem / stone,resource,gem_stone,blue,round,"blue, gem_stone, inventory, loot, material, resource, round",32,32,True,"[8, 8, 24, 24]"
rpg_0362,Icon362.png,blue gem / stone,resource,gem_stone,blue,tall oval,"blue, gem_stone, inventory, loot, material, resource, tall oval",32,32,True,"[8, 5, 24, 27]"
rpg_0363,Icon363.png,blue gem / stone,resource,gem_stone,blue,wide oval,"blue, gem_stone, inventory, loot, material, resource, wide oval",32,32,True,"[4, 7, 28, 27]"
rpg_0364,Icon364.png,blue gem / stone,resource,gem_stone,blue,faceted,"blue, faceted, gem_stone, inventory, loot, material, resource",32,32,True,"[5, 3, 27, 29]"
rpg_0365,Icon365.png,blue gem / stone,resource,gem_stone,blue,faceted oval,"blue, faceted oval, gem_stone, inventory, loot, material, resource",32,32,True,"[8, 8, 24, 24]"
rpg_0366,Icon366.png,blue gem / stone,resource,gem_stone,blue,faceted polygon,"blue, faceted polygon, gem_stone, inventory, loot, material, resource",32,32,True,"[8, 5, 24, 27]"
rpg_0367,Icon367.png,blue gem / stone,resource,gem_stone,blue,irregular,"blue, gem_stone, inventory, irregular, loot, material, resource",32,32,True,"[4, 7, 28, 27]"
rpg_0368,Icon368.png,blue gem / stone,resource,gem_stone,blue,shield-cut,"blue, gem_stone, inventory, loot, material, resource, shield-cut",32,32,True,"[5, 3, 27, 29]"
rpg_0369,Icon369.png,blue gem / stone,resource,gem_stone,blue,large faceted,"blue, gem_stone, inventory, large faceted, loot, material, resource",32,32,True,"[4, 4, 28, 28]"
rpg_0370,Icon370.png,blue gem / stone,resource,gem_stone,blue,starburst,"blue, gem_stone, inventory, loot, material, resource, starburst",32,32,True,"[4, 6, 28, 29]"
